HomeTeam,AwayTeam,HomeLastMatch,AwayLastMatch,HomeGoalDiff,AwayGoalDiff,HomeAvgGoals,AwayAvgGoals,HomeWinStreak,AwayWinStreak,HomeAvgConceded,AwayAvgConceded,HomeGoalDiffAvg,AwayGoalDiffAvg,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,MarketAverageHomeWinOdds,MarketAverageDrawWinOdds,MarketAverageAwayWinOdds,MarketAverageOver2.5Goals,MarketAverageUnder2.5Goals
14,2,15,8,-5,5,1.0,2.6,1,3,3.0,1.2,-2.0,1.4,0,5,-1,4.92,4.3,1.65,1.57,2.42
14,0,15,16,-6,6,0.8,1.8,0,3,4.2,0.4,-3.4,1.4,0,6,-1,16.28,7.82,1.17,1.42,2.85
14,7,26,21,0,0,1.0,1.4,0,1,4.2,3.0,-3.2,-1.6,3,3,0,4.64,4.03,1.73,1.68,2.22
14,4,8,36,0,0,1.0,1.6,0,1,4.2,2.2,-3.2,-0.6,2,2,0,6.88,5.28,1.41,1.4,2.95
14,3,13,14,-3,3,1.2,1.4,0,1,4.0,1.6,-2.8,-0.2,1,4,-1,2.76,3.63,2.47,1.66,2.25
14,24,14,13,-2,2,1.4,1.8,0,2,3.6,1.6,-2.2,0.2,1,3,-1,4.68,4.25,1.69,1.57,2.43
14,16,15,14,-3,3,1.4,2.0,0,2,3.0,1.8,-1.6,0.2,0,3,-1,7.32,6.04,1.35,1.22,4.14
16,12,7,7,2,-2,2.0,0.8,1,1,0.0,1.8,2.0,-1.0,2,0,1,2.84,3.75,2.37,1.57,2.44
16,14,28,29,1,-1,2.0,1.0,2,0,0.5,3.0,1.5,-2.0,2,1,1,1.28,6.1,10.52,1.48,2.66
16,10,14,14,1,-1,2.0,1.6,3,3,0.67,1.0,1.33,0.6,2,1,1,2.96,4.03,2.21,1.39,3.02
16,7,23,30,2,-2,2.0,1.2,4,1,0.5,2.4,1.5,-1.2,2,0,1,1.51,4.7,5.99,1.51,2.55
16,4,14,30,-3,3,1.8,2.2,4,2,1.2,2.2,0.6,0.0,1,4,-1,2.13,3.73,3.29,1.71,2.16
16,1,20,21,-1,1,1.6,2.0,3,2,1.6,2.2,0.0,-0.2,1,2,-1,2.35,3.89,2.8,1.5,2.59
16,18,11,12,-1,1,1.4,1.4,2,1,1.8,2.4,-0.4,-1.0,1,2,-1,1.79,4.22,4.08,1.5,2.61
16,13,3,3,3,-3,1.8,2.8,2,2,1.8,2.0,0.0,0.8,4,1,1,2.2,3.84,3.05,1.53,2.49
16,6,13,7,1,-1,1.8,1.0,2,1,2.0,1.4,-0.2,-0.4,2,1,1,1.8,4.16,4.08,1.54,2.48
16,23,8,8,2,-2,2.2,2.4,3,3,1.4,1.6,0.8,0.8,3,1,1,1.78,4.33,4.04,1.4,2.96
16,20,31,32,1,-1,2.6,0.8,4,0,1.4,1.6,1.2,-0.8,3,2,1,1.67,4.34,4.75,1.5,2.59
16,2,10,11,1,-1,2.8,2.6,5,3,1.2,1.2,1.6,1.4,2,1,1,1.82,4.31,3.84,1.38,3.02
16,19,7,13,-1,1,2.2,1.0,4,1,1.4,1.8,0.8,-0.8,1,2,-1,1.55,4.75,5.37,1.43,2.82
16,5,14,12,2,-2,2.4,0.8,4,2,1.4,1.6,1.0,-0.8,3,1,1,1.49,4.66,6.26,1.52,2.48
16,25,28,17,1,-1,2.2,2.0,4,1,1.4,2.2,0.8,-0.2,2,1,1,1.22,7.47,11.31,1.25,3.94
16,24,8,22,2,-2,2.2,1.8,4,2,1.2,2.0,1.0,-0.2,3,1,1,1.4,5.3,7.23,1.42,2.88
16,0,21,8,-1,1,2.2,2.4,3,4,1.6,0.8,0.6,1.6,2,3,-1,4.12,4.07,1.8,1.48,2.63
16,3,13,14,1,-1,2.4,1.4,4,1,1.4,1.4,1.0,0.0,2,1,1,1.35,6.01,7.33,1.24,4.05
16,11,3,3,-2,2,1.8,2.4,3,5,1.6,0.6,0.2,1.8,0,2,-1,6.94,5.91,1.38,1.27,3.79
18,4,7,7,2,-2,3.0,2.2,1,2,1.0,2.4,2.0,-0.2,3,1,1,3.66,3.57,2.04,1.92,1.91
18,11,27,20,-2,2,2.0,2.4,1,5,2.0,0.8,0.0,1.6,1,3,-1,6.57,4.67,1.48,1.62,2.34
18,14,14,14,2,-2,2.0,1.0,2,0,1.33,3.0,0.67,-2.0,2,0,1,1.45,4.79,7.1,1.64,2.29
18,13,8,14,0,0,2.0,3.2,2,2,1.5,2.2,0.5,1.0,2,2,0,3.32,3.72,2.13,1.72,2.15
18,6,21,8,-1,1,1.6,1.2,2,2,1.4,1.0,0.2,0.2,0,1,-1,2.15,3.64,3.32,1.74,2.12
18,24,14,14,1,-1,1.6,2.2,2,2,1.6,2.2,0.0,0.0,3,2,1,1.89,3.77,4.09,1.79,2.05
18,5,21,8,0,0,1.6,0.8,2,1,1.2,1.8,0.4,-1.0,1,1,0,2.02,3.53,3.84,2.0,1.84
18,19,14,15,3,-3,1.8,1.0,2,1,1.2,2.2,0.6,-1.2,3,0,1,2.16,3.55,3.4,1.9,1.93
18,12,6,6,2,-2,1.8,0.6,3,1,0.8,1.6,1.0,-1.0,2,0,1,2.61,3.65,2.6,1.68,2.22
18,2,10,12,0,0,1.8,2.0,3,2,0.6,1.0,1.2,1.0,0,0,0,2.47,3.7,2.73,1.62,2.34
18,23,30,32,0,0,1.4,2.0,2,2,0.4,1.8,1.0,0.2,1,1,0,2.43,3.73,2.75,1.65,2.27
18,0,10,12,-6,6,1.2,3.4,2,4,1.4,0.8,-0.2,2.6,0,6,-1,5.81,4.38,1.55,1.67,2.22
18,20,15,6,2,-2,1.4,1.0,2,0,1.8,2.0,-0.4,-1.0,4,2,1,2.5,3.6,2.73,1.72,2.12
18,3,13,15,0,0,1.4,1.6,1,1,2.2,1.6,-0.8,0.0,2,2,0,1.67,4.08,4.97,1.72,2.15
18,1,7,15,0,0,1.6,1.8,1,2,2.4,1.8,-0.8,0.0,1,1,0,2.65,3.73,2.51,1.56,2.44
18,16,16,17,0,0,1.6,1.6,1,2,2.4,1.4,-0.8,0.2,1,1,0,3.3,4.16,2.01,1.35,3.26
18,7,12,12,-2,2,1.6,1.2,1,1,1.6,2.2,0.0,-1.0,0,2,-1,2.38,3.65,2.88,1.66,2.26
18,10,13,3,0,0,1.2,1.6,0,3,1.6,1.0,-0.4,0.6,2,2,0,5.63,4.89,1.51,1.37,3.1
18,25,14,14,2,-2,1.4,2.2,1,1,1.4,2.6,0.0,-0.4,3,1,1,1.82,4.33,3.83,1.42,2.84
19,2,7,7,-3,3,1.0,2.6,0,3,4.0,1.0,-3.0,1.6,1,4,-1,4.0,3.81,1.89,1.74,2.12
19,10,28,20,-2,2,1.0,1.8,0,3,3.5,1.0,-2.5,0.8,1,3,-1,6.64,4.95,1.45,1.48,2.66
19,11,14,14,1,-1,1.33,2.0,1,4,2.67,0.8,-1.33,1.2,2,1,1,9.2,5.65,1.33,1.53,2.51
19,1,8,14,0,0,1.25,1.8,1,2,2.25,1.0,-1.0,0.8,1,1,0,3.4,3.59,2.14,1.8,2.04
19,13,20,20,0,0,1.4,3.2,1,2,2.2,2.0,-0.8,1.2,2,2,0,4.26,3.94,1.82,1.77,2.1
19,16,14,15,1,-1,1.6,1.4,2,2,1.6,1.4,0.0,0.0,2,1,1,3.13,3.73,2.21,1.63,2.32
19,3,24,24,1,-1,1.6,1.6,3,1,1.0,1.4,0.6,0.2,1,0,1,1.89,3.62,4.31,2.0,1.85
19,24,4,3,0,0,1.4,2.0,2,2,1.0,1.8,0.4,0.2,1,1,0,1.87,3.64,4.34,2.0,1.83
19,4,15,14,1,-1,1.6,2.2,3,2,1.0,2.0,0.6,0.2,2,1,1,3.73,3.73,1.98,1.83,2.02
19,6,6,7,3,-3,1.8,1.0,4,2,0.6,1.4,1.2,-0.4,3,0,1,2.64,3.38,2.74,2.03,1.81
19,12,33,33,-1,1,2.0,1.4,3,2,1.2,2.0,0.8,-0.6,3,4,-1,2.7,3.58,2.54,1.76,2.09
19,20,9,10,-2,2,1.8,1.4,2,1,1.6,1.8,0.2,-0.4,0,2,-1,2.12,3.66,3.38,1.76,2.09
19,14,15,15,1,-1,1.8,0.6,3,0,1.4,2.4,0.4,-1.8,1,0,1,1.46,4.69,6.86,1.66,2.26
19,7,13,14,1,-1,1.8,1.4,3,1,1.4,2.0,0.4,-0.6,2,1,1,2.54,3.45,2.79,1.9,1.94
19,18,28,7,-1,1,1.4,1.8,2,2,1.8,2.0,-0.4,-0.2,1,2,-1,2.51,3.58,2.75,1.77,2.08
19,0,14,14,-2,2,0.8,3.8,2,5,1.4,0.6,-0.6,3.2,0,2,-1,8.05,5.05,1.39,1.62,2.32
19,23,4,3,-1,1,0.8,1.8,2,3,1.2,1.4,-0.4,0.4,0,1,-1,2.72,3.6,2.52,1.66,2.24
19,25,3,14,1,-1,1.0,1.6,2,1,1.4,2.2,-0.4,-0.6,2,1,1,1.98,3.83,3.58,1.63,2.31
19,5,14,14,-2,2,0.8,1.4,1,2,1.8,1.2,-1.0,0.2,1,3,-1,2.86,3.51,2.47,1.79,2.04
