HomeTeam,AwayTeam,HomeLastMatch,AwayLastMatch,HomeGoalDiff,AwayGoalDiff,HomeAvgGoals,AwayAvgGoals,HomeWinStreak,AwayWinStreak,HomeAvgConceded,AwayAvgConceded,HomeGoalDiffAvg,AwayGoalDiffAvg,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,MarketAverageHomeWinOdds,MarketAverageDrawWinOdds,MarketAverageAwayWinOdds,MarketAverageOver2.5Goals,MarketAverageUnder2.5Goals
,,21,20,1,-1,2.2,2.0,4,2,1.0,1.2,1.2,0.8,2,1,1,6.65,4.62,1.44,1.62,2.25
,,8,7,1,-1,2.4,2.0,4,2,1.2,1.2,1.2,0.8,2,1,1,2.33,3.19,3.11,1.87,1.91
,,7,7,-3,3,0.0,1.0,0,1,3.0,1.4,-3.0,-0.4,0,3,-1,1.78,3.59,4.51,2.08,1.74
,,21,28,0,0,0.5,1.8,0,2,2.0,2.0,-1.5,-0.2,1,1,0,2.77,3.3,2.51,1.92,1.86
,,27,27,0,0,1.33,1.4,0,2,2.33,1.6,-1.0,-0.2,3,3,0,2.32,3.16,3.19,2.19,1.65
,,22,35,1,-1,1.25,1.8,1,2,1.75,1.2,-0.5,0.6,1,0,1,5.96,4.4,1.49,1.6,2.27
,,21,14,-2,2,1.0,1.8,1,3,1.8,0.6,-0.8,1.2,0,2,-1,8.6,5.44,1.3,1.48,2.54
,,20,21,0,0,1.2,1.0,1,0,1.4,2.6,-0.2,-1.6,1,1,0,2.07,3.49,3.45,1.88,1.9
,,15,35,1,-1,1.2,1.8,2,2,1.2,0.8,0.0,1.0,1,0,1,2.74,3.37,2.48,1.97,1.82
,,11,25,4,-4,1.4,0.8,3,0,0.6,2.2,0.8,-1.4,4,0,1,2.52,3.34,2.7,1.94,1.83
,,7,12,2,-2,1.6,0.6,3,1,0.6,2.4,1.0,-1.8,2,0,1,2.13,3.36,3.31,1.93,1.83
,,3,3,-1,1,1.6,1.2,3,2,0.4,1.4,1.2,-0.2,0,1,-1,1.67,3.83,4.77,1.85,1.92
,,3,6,0,0,1.4,0.6,3,1,0.2,1.2,1.2,-0.6,0,0,0,1.97,3.44,3.76,1.99,1.79
,,24,21,1,-1,1.4,1.4,3,2,0.2,1.2,1.2,0.2,1,0,1,2.63,3.26,2.65,2.0,1.79
,,14,14,2,-2,1.2,1.0,3,1,0.4,1.8,0.8,-0.8,3,1,1,1.85,3.38,4.44,1.93,1.85
,,11,10,-2,2,1.2,2.0,2,2,1.2,1.4,0.0,0.6,2,4,-1,5.93,4.29,1.51,1.72,2.09
,,7,7,0,0,0.0,0.6,0,1,0.0,1.4,0.0,-0.8,0,0,0,1.9,3.67,3.8,1.74,2.07
,,22,15,2,-2,1.5,0.8,1,1,0.5,1.4,1.0,-0.6,3,1,1,2.82,3.45,2.39,1.78,2.02
,,34,28,1,-1,1.67,0.8,2,1,0.67,2.4,1.0,-1.6,2,1,1,2.43,3.26,2.93,2.04,1.77
,,21,35,-1,1,1.25,1.2,2,1,0.75,1.4,0.5,-0.2,0,1,-1,2.1,3.53,3.32,1.79,2.0
,,8,21,-3,3,1.0,2.4,2,4,1.2,0.6,-0.2,1.8,0,3,-1,9.4,6.09,1.26,1.39,2.86
,,13,10,1,-1,1.4,1.2,3,1,1.4,1.8,0.0,-0.6,2,1,1,1.89,3.62,3.91,1.88,1.9
,,21,7,-3,3,0.8,2.2,2,3,1.8,1.2,-1.0,1.0,0,3,-1,2.8,3.41,2.44,1.86,1.92
,,14,21,1,-1,1.2,1.6,2,1,2.2,1.8,-1.0,-0.2,4,3,1,2.45,3.3,2.85,2.03,1.77
,,6,13,0,0,1.4,1.2,2,1,2.2,1.4,-0.8,-0.2,1,1,0,2.26,3.25,3.24,2.04,1.77
,,9,3,0,0,1.8,2.4,2,2,2.0,1.8,-0.2,0.6,2,2,0,8.55,5.15,1.32,1.6,2.28
,,7,7,2,-2,1.8,0.8,2,0,1.8,2.4,0.0,-1.6,2,0,1,2.53,3.27,2.73,1.93,1.84
,,28,19,-2,2,2.0,2.2,2,4,1.8,0.6,0.2,1.6,1,3,-1,13.08,7.06,1.18,1.41,2.78
,,13,13,-3,3,1.2,1.2,1,2,1.8,0.8,-0.6,0.4,0,3,-1,2.11,3.23,3.58,2.1,1.71
,,11,4,1,-1,1.4,1.0,2,1,1.8,1.4,-0.4,-0.4,2,1,1,2.27,3.33,3.1,1.93,1.85
,,7,7,1,-1,2.0,0.8,1,1,1.0,1.4,1.0,-0.6,2,1,1,1.21,6.84,11.67,1.38,2.93
,,14,21,6,-6,4.0,1.0,2,2,0.5,1.8,3.5,-0.8,6,0,1,1.18,7.07,12.97,1.38,2.95
,,36,28,1,-1,3.0,1.8,3,3,0.33,0.8,2.67,1.0,1,0,1,1.36,5.04,7.57,1.46,2.61
,,7,15,2,-2,2.75,1.0,4,1,0.25,1.8,2.5,-0.8,2,0,1,1.13,8.53,17.29,1.34,3.11
,,21,8,1,-1,2.6,1.0,5,1,0.4,2.0,2.2,-1.0,2,1,1,1.22,6.38,11.46,1.44,2.67
,,14,8,1,-1,2.4,0.6,5,0,0.2,1.6,2.2,-1.0,1,0,1,1.39,4.81,7.03,1.55,2.36
,,13,20,0,0,1.4,1.6,4,0,0.4,2.0,1.0,-0.4,1,1,0,1.24,5.94,10.79,1.5,2.5
,,11,11,6,-6,2.4,1.0,4,1,0.4,2.4,2.0,-1.4,6,0,1,1.3,5.52,9.29,1.52,2.45
,,17,14,1,-1,2.2,1.0,4,1,0.4,1.2,1.8,-0.2,1,0,1,1.17,7.52,13.86,1.39,2.88
,,12,11,3,-3,2.4,1.8,4,3,0.2,1.2,2.2,0.6,3,0,1,2.96,3.53,2.23,1.7,2.1
,,10,14,2,-2,2.8,1.2,4,1,0.4,2.0,2.4,-0.8,3,1,1,1.11,9.22,20.62,1.32,3.18
,,3,10,3,-3,3.2,0.6,5,0,0.2,2.8,3.0,-2.2,3,0,1,1.24,5.94,10.88,1.4,2.8
,,18,28,4,-4,2.8,0.8,5,2,0.2,2.0,2.6,-1.2,4,0,1,1.14,7.86,16.08,1.37,2.94
,,20,28,-2,2,2.6,1.2,4,2,0.6,1.4,2.0,-0.2,0,2,-1,1.18,7.18,13.43,1.38,2.87
,,7,7,-1,1,2.2,1.2,3,2,1.0,1.4,1.2,-0.2,1,2,-1,1.15,7.85,15.71,1.29,3.37
,,7,7,0,0,1.0,1.6,0,0,1.0,2.0,0.0,-0.4,1,1,0,2.56,3.31,2.73,1.99,1.8
,,21,26,-1,1,0.5,0.2,0,1,1.0,2.2,-0.5,-2.0,0,1,-1,3.63,3.67,1.95,1.77,2.03
,,14,21,2,-2,1.0,0.6,1,1,0.67,1.2,0.33,-0.6,2,0,1,2.76,3.56,2.39,1.74,2.04
,,7,7,0,0,1.5,1.2,1,0,1.25,2.6,0.25,-1.4,3,3,0,2.07,3.43,3.47,1.97,1.82
,,15,8,-1,1,1.4,2.0,1,4,1.4,1.0,0.0,1.0,1,2,-1,13.87,7.8,1.16,1.34,3.08
,,20,21,1,-1,1.6,0.8,2,0,1.4,2.6,0.2,-1.8,2,1,1,3.17,3.33,2.25,1.99,1.8
,,4,11,0,0,1.6,1.2,2,2,1.2,0.6,0.4,0.6,0,0,0,3.46,3.4,2.1,1.92,1.86
,,24,24,1,-1,1.6,1.0,2,1,1.4,1.6,0.2,-0.6,2,1,1,2.78,3.17,2.6,2.11,1.7
,,15,7,-3,3,1.0,2.4,2,2,1.4,1.6,-0.4,0.8,0,3,-1,11.08,5.88,1.24,1.6,2.29
,,13,7,-1,1,1.0,1.2,2,2,1.4,1.4,-0.4,-0.2,1,2,-1,3.49,3.23,2.15,2.16,1.68
,,8,14,0,0,1.0,0.8,1,0,1.6,1.8,-0.6,-1.0,2,2,0,3.8,3.55,1.92,1.94,1.83
,,13,9,-3,3,1.2,2.4,1,4,2.4,1.2,-1.2,1.2,1,4,-1,14.18,7.42,1.16,1.37,2.95
,,14,23,0,0,1.0,1.0,0,1,2.4,0.6,-1.4,0.4,1,1,0,3.6,3.4,2.03,1.92,1.86
,,28,17,2,-2,1.6,0.6,1,1,2.0,1.6,-0.4,-1.0,3,1,1,2.42,3.25,2.93,2.0,1.78
,,7,7,1,-1,1.6,0.4,2,0,1.6,2.2,0.0,-1.8,1,0,1,3.23,3.11,2.32,2.27,1.61
,,7,7,-1,1,1.0,0.6,0,2,2.0,2.0,-1.0,-1.4,1,2,-1,2.95,3.32,2.36,1.99,1.79
,,26,21,-1,1,1.0,1.2,0,2,2.0,1.2,-1.0,0.0,1,2,-1,2.9,3.32,2.42,2.03,1.77
,,28,34,-6,6,0.67,3.0,0,4,3.33,1.2,-2.67,1.8,0,6,-1,13.88,7.19,1.18,1.39,2.87
,,21,21,3,-3,1.25,0.6,1,1,2.5,2.6,-1.25,-2.0,3,0,1,2.58,3.22,2.77,2.11,1.71
,,14,6,-1,1,1.2,1.0,1,1,2.4,1.6,-1.2,-0.6,1,2,-1,3.76,3.63,1.92,1.81,1.97
,,21,20,1,-1,1.2,0.4,2,0,2.0,2.2,-0.8,-1.8,1,0,1,2.94,3.41,2.33,1.92,1.86
,,8,32,-1,1,1.0,2.0,2,3,1.8,1.0,-0.8,1.0,0,1,-1,7.66,5.16,1.35,1.54,2.41
,,13,14,-1,1,1.4,1.8,2,3,1.2,1.4,0.2,0.4,2,3,-1,2.91,3.27,2.44,2.04,1.76
,,12,12,-1,1,1.0,1.4,1,1,1.6,1.6,-0.6,-0.2,1,2,-1,2.81,3.27,2.47,1.97,1.81
,,7,7,0,0,1.0,1.0,1,1,1.4,0.6,-0.4,0.4,1,1,0,3.5,3.46,2.02,1.86,1.89
,,3,7,-2,2,1.0,1.0,0,1,2.0,1.8,-1.0,-0.8,1,3,-1,2.68,3.31,2.55,1.86,1.9
,,20,14,1,-1,1.4,1.4,1,2,2.0,1.6,-0.6,-0.2,2,1,1,2.55,3.26,2.74,2.0,1.78
,,29,22,-1,1,1.2,1.4,1,2,1.8,1.6,-0.6,-0.2,1,2,-1,3.54,3.39,2.05,2.0,1.79
,,3,11,1,-1,1.2,0.6,2,1,1.4,2.8,-0.2,-2.2,1,0,1,2.28,3.21,3.2,2.12,1.69
,,7,7,3,-3,3.0,0.4,1,0,0.0,1.2,3.0,-0.8,3,0,1,2.44,3.31,2.85,1.94,1.85
,,21,14,-3,3,1.5,3.0,1,4,1.5,1.0,0.0,2.0,0,3,-1,9.43,5.8,1.28,1.47,2.59
,,20,20,0,0,1.67,0.6,1,0,1.67,2.4,0.0,-1.8,2,2,0,2.24,3.28,3.22,2.17,1.67
,,7,7,1,-1,1.75,1.4,2,2,1.5,1.4,0.25,0.0,2,1,1,2.84,3.36,2.43,1.92,1.87
,,14,7,-1,1,1.4,1.6,2,2,1.4,1.4,0.0,0.2,0,1,-1,2.3,3.3,3.09,2.07,1.73
,,25,4,2,-2,1.4,1.2,2,0,1.6,2.6,-0.2,-1.4,3,1,1,1.81,3.6,4.26,1.93,1.86
,,3,14,0,0,1.4,0.0,2,0,1.0,2.8,0.4,-2.8,0,0,0,1.87,3.43,4.26,2.1,1.71
,,21,35,1,-1,1.4,0.8,3,2,0.8,1.6,0.6,-0.8,2,1,1,3.07,3.35,2.29,1.98,1.81
,,14,3,-1,1,1.0,1.4,2,3,0.8,1.2,0.2,0.2,0,1,-1,2.09,3.35,3.48,1.95,1.83
,,19,18,1,-1,1.4,2.2,3,3,0.8,1.2,0.6,1.0,2,1,1,7.61,4.75,1.38,1.7,2.11
,,3,8,-1,1,1.0,1.2,2,2,1.0,1.6,0.0,-0.4,1,2,-1,1.91,3.63,3.74,1.88,1.89
,,13,3,-1,1,1.0,1.2,2,3,1.2,0.6,-0.2,0.6,0,1,-1,2.59,3.09,2.82,2.13,1.68
,,21,20,-1,1,0.6,1.2,1,1,1.2,2.2,-0.6,-1.0,0,1,-1,1.87,3.39,4.28,2.12,1.7
,,15,22,0,0,0.6,0.4,1,0,1.0,1.0,-0.4,-0.6,0,0,0,3.19,3.21,2.28,2.11,1.71
,,13,7,-3,3,0.6,4.0,0,5,1.8,0.8,-1.2,3.2,2,5,-1,9.89,5.63,1.27,1.6,2.27
